Organization Hierarchy (DO NOT EDIT),CXS1-710 Enterprise account
Middle Earth --> f --> Hobbit --> Adamanta,"Adamanta, Chubb, Moon, Saint, Silent, Virtuous"
Middle Earth --> f --> Hobbit --> Alfrida,"Alfrida, Bear, Bison, Brave, Dawn, Peaceful, Smiling, The, Victorious"
Middle Earth --> f --> Hobbit --> Amaranth,"Amaranth, Brandybuck, Brave, Invincible, Skilled, The"
Middle Earth --> f --> Hobbit --> Amethyst,"Amethyst, Hornblower, Mist, Morning, Skilled"
Middle Earth --> f --> Hobbit --> Angelica,"Angelica, Baggins, Bold, Brave, Dancing, Eagle, Flame, Great, Ingenious, Revered, Spirited, The, Zealous"
Middle Earth --> f --> Hobbit --> Asphodel,"Asphodel, Brandybuck, Daring, Resolute, The"
Middle Earth --> f --> Hobbit --> Belba,"Baggins, Belba, Blue, Brook, Feather, Great, Running, Sky, Swift"
Middle Earth --> f --> Hobbit --> Bell,"Bell, Compassionate, Current, Dreamer, Feathered, Goodchild, Swift"
Middle Earth --> f --> Hobbit --> Belladonna,"Belladonna, Enigmatic, Fair, Illustrious, Sagacious, Saint, Serene, Skilled, The, Took, Valley"
Middle Earth --> f --> Hobbit --> Berylla,"Berylla, Boffin, Current, Empowered, Fields, Golden, Indomitable, Lionheart, Mesa, Passionate, Sacred, Swift, The"
Middle Earth --> f --> Hobbit --> Camellia,"Adroit, Camellia, Fearless, Heart, Heroic, Moon, Moonlight, Sackville, Shadow, Silent, Strong, Valiant"
Middle Earth --> f --> Hobbit --> Celandine,"Brandybuck, Celandine, Conqueror, Great, Moonlight, Shadow, The"
Middle Earth --> f --> Hobbit --> Chica,"Bear, Chica, Chubb, Dancing, Owl, Rainbow, River, Stoic, Stone, Swift, Whispering"
Middle Earth --> f --> Hobbit --> Cora,"Cora, Empirical, Goodbody, Running, Wolf"
Middle Earth --> f --> Hobbit --> Daisy,"Baggins, Daisy, Dancing, Echo, Eloquent, Formidable, Fox, Gardner, Harmonious, Hawk, Lake, Little, Moon, Otter, Quiet, Rising, Serene, Silent, Singing, Soaring, Star, The, Unyielding"
Middle Earth --> f --> Hobbit --> Diamond,"Charismatic, Diamond, Eagle, Feather, Formidable, Imposing, Lark, Moon, Saint, Silent, Singing, Victorious"
Middle Earth --> f --> Hobbit --> Dina,"Diggle, Dina, Feathered, Fox, Radiant, Resilient, Running, Sky, Smiling, Sunflower, The, Wolf"
Middle Earth --> f --> Hobbit --> Donnamira,"Donnamira, Intrepid, Regal, Sky, Terrible, The, Thundering, Took"
Middle Earth --> f --> Hobbit --> Dora,"Baggins, Daring, Dora, Mustang, Tenacious, Wild"
Middle Earth --> f --> Hobbit --> Druda,"Burrows, Druda, Mountain, Spirit"
Middle Earth --> f --> Hobbit --> Eglantine,"Banks, Eglantine, Red, Wolf"
Middle Earth --> f --> Hobbit --> Elanor,"Cruel, Elanor, Gardner, Peaceful, Resplendent, Revered, River, Serene, Singing, Steadfast, The"
Middle Earth --> f --> Hobbit --> Esmeralda,"Bold, Brandybuck, Conqueror, Esmeralda, Gentle, Mighty, Radiant, Rain, The, Thunderbird"
Middle Earth --> f --> Hobbit --> Estella,"Bolger, Eloquent, Empowered, Estella, Great, Mesa, Poetic, Rock, Sacred, Saint, Strong, The"
Middle Earth --> f --> Hobbit --> Fíriel,"Benevolent, Fairbairn, Firiel, Graceful, Great, Ingenious, Swift, Wind"
Middle Earth --> f --> Hobbit --> Gerda,"Boffin, Brave, Eagle, Fearless, Gerda, Lionheart, Resplendent, The, Virtuous"
Middle Earth --> f --> Hobbit --> Gilly,"Benevolent, Brilliant, Brownlock, Gilly, Meadow, Moon, Noble, Pious, Running, Silent, Sunlit, The, Wolf"
Middle Earth --> f --> Hobbit --> Goldilocks,"Gardner, Goldilocks, Hawk, Illuminated, Owl, Revered, Serene, Shining, Singing, Skilled, Star, Sublime, The, Whisper, Whispering"
Middle Earth --> f --> Hobbit --> Hanna,"Goldworthy, Hanna, Visionary"
Middle Earth --> f --> Hobbit --> Hilda,"Bracegirdle, Brilliant, Dancing, Dauntless, Fire, Fox, Glorious, Hilda, Honorable, Lark, Majestic, Regal, River, Singing, Smiling"
Middle Earth --> f --> Hobbit --> Hildigard,"Hildigard, Pious, Proud, Serene, Took, Valley"
Middle Earth --> f --> Hobbit --> Ivy,"Bear, Canyon, Goodenough, Hawk, Ivy, Night, Singing, Starry, Stone, Sunlit"
Middle Earth --> f --> Hobbit --> Jessamine,"Blue, Boffin, Breeze, Gentle, Jessamine, Radiant, Rain, Resplendent, Running, Sky, The, Thunder, Wolf"
Middle Earth --> f --> Hobbit --> Lalia,"Brook, Charismatic, Clayhanger, Empowered, Lalia, Majestic, Running, The, Zealous"
Middle Earth --> f --> Hobbit --> Laura,"Gracious, Grubb, Laura, Terrible, The"
Middle Earth --> f --> Hobbit --> Lavender,"Bear, Distinguished, Formidable, Grubb, Lavender, Little, Outspoken, Serene, Valley"
Middle Earth --> f --> Hobbit --> Lily,"Audacious, Baggins, Bold, Brown, Cedar, Eloquent, Empowered, Glorious, Heart, Imposing, Ingenious, Lily, Lionheart, Magnificent, Mesa, Sacred, Strong, The, Tree"
Middle Earth --> f --> Hobbit --> Linda,"Baggins, Dove, Empowered, Jubilant, Linda, Meadow, Quiet, Strong, Sunlit, The, Tranquil"
Middle Earth --> f --> Hobbit --> Lobelia,"Audacious, Brilliant, Brook, Lobelia, Oak, Pine, Sackville-Baggins, Skilled, Strong, The, Whispering"
Middle Earth --> f --> Hobbit --> Malva,"Arrow, Benevolent, Brilliant, Echo, Headstrong, Little, Malva, Moon, Night, Otter, Rising, Silent, Starry, Swift, The, Valiant"
Middle Earth --> f --> Hobbit --> Marigold,"Autumn, Feather, Flame, Gamgee, Marigold, Mighty, Skilled, Swift, The"
Middle Earth --> f --> Hobbit --> May,"Fearless, Formidable, Gamgee, Glorious, May, The"
Middle Earth --> f --> Hobbit --> Melilot,"Brandybuck, Kind, Lark, Melilot, Singing"
Middle Earth --> f --> Hobbit --> Menegilda,"Bold, Goold, Menegilda, Owl, Saint, The, Whispering"
Middle Earth --> f --> Hobbit --> Mentha,"Brandybuck, Fierce, Illustrious, Mentha, Sublime, Tenacious, The"
Middle Earth --> f --> Hobbit --> Mimosa,"Autumn, Bunce, Fire, Flame, Gallant, Magnificent, Mimosa, Regal, Revered, Rising, The"
Middle Earth --> f --> Hobbit --> Mirabella,"Cedar, Conqueror, Laughing, Mirabella, Noble, Sagacious, The, Took, Tree, Waters"
Middle Earth --> f --> Hobbit --> Myrtle,"Burrows, Cedar, Dancing, Dove, Flame, Harbor, Moon, Myrtle, Peaceful, Quiet, Silent, Tree"
Middle Earth --> f --> Hobbit --> Nina,"Lightfoot, Nina"
Middle Earth --> f --> Hobbit --> Nora,"Blue, Bolger, Brave, Eagle, Hawk, Kind, Little, Majestic, Moon, Nora, Otter, Silent, Singing, Sky, Thunder"
Middle Earth --> f --> Hobbit --> Pansy,"Baggins, Pansy, Spirited, Steadfast"
Middle Earth --> f --> Hobbit --> Pearl,"Brook, Charismatic, Heroic, Indomitable, Pearl, The, Took, Whispering"
Middle Earth --> f --> Hobbit --> Peony,"Audacious, Baggins, Fire, Peony, Rising, Sublime, The, Transcendent, Unyielding"
Middle Earth --> f --> Hobbit --> Pervinca,"Conscientious, Indomitable, Moon, Pervinca, Rising, Spirited, The, Took, Victorious"
Middle Earth --> f --> Hobbit --> Pimpernel,"Bear, Dancing, Feathered, Ingenious, Pimpernel, Smiling, Song, Star, Swift, The, Took, Victorious, Wind"
Middle Earth --> f --> Hobbit --> Poppy,"Chubb-Baggins, Just, Moon, Poppy, Precious, Rising, Running, Visionary, Wolf"
Middle Earth --> f --> Hobbit --> Primrose,"Boffin, Dancing, Feathered, Gardner, Gentle, Jubilant, Majestic, Meadow, Moonlight, Primrose, Shadow, Sky, Spirit, Spirited, Sunlit, Visionary, Willow"
Middle Earth --> f --> Hobbit --> Primula,"Audacious, Bear, Brandybuck, Discerning, Mist, Morning, Primula, Stone, The"
Middle Earth --> f --> Hobbit --> Prisca,"Adroit, Baggins, Cedar, Hawk, Majestic, Perceptive, Prisca, Singing, The, Tree"
Middle Earth --> f --> Hobbit --> Rosa,"Baggins, Brilliant, Dancing, Enlightened, Fire, Lark, Mustang, Outspoken, Rosa, Singing, The, Wild"
Middle Earth --> f --> Hobbit --> Rosamunda,"Benevolent, Empowered, Fox, Legendary, Rosamunda, Smiling, Took"
Middle Earth --> f --> Hobbit --> Rose,"Dew, Falls, Fearless, Gardner, Gracious, Inspiring, Kind, Magnificent, Morning, Rose, The, Thundering"
Middle Earth --> f --> Hobbit --> Rosie,"Bear, Brave, Cotton, Courageous, Eagle, Little, Rosie, The, Valiant"
Middle Earth --> f --> Hobbit --> Rowan,"Arrow, Bold, Brave, Eagle, Fair, Falcon, Falling, Gentle, Leaves, Little, Oak, Radiant, Rain, Rowan, Spirited, Strong, Swift"
Middle Earth --> f --> Hobbit --> Ruby,"Adroit, Autumn, Bear, Bold, Bolger, Charismatic, Falling, Fearless, Fields, Gardner, Golden, Leaves, Mustang, Pious, Ruby, Running, Sagacious, Sky, Sunflower, The, Thunder, Wild"
Middle Earth --> f --> Hobbit --> Salvia,"Brandybuck, Charismatic, Just, Perceptive, Salvia, The"
Middle Earth --> f --> Hobbit --> Sapphira,"Brave, Brockhouse, Formidable, Laughing, Sapphira, Serene, The, Waters, Whisper"
Middle Earth --> f --> Hobbit --> Tanta,"Bear, Dawn, Glow, Hornblower, Morning, Peaceful, Running, Serene, Tanta, Wandering, Whisper, Wolf"
Middle Earth --> f --> Maia,ALL
Middle Earth --> f --> Maia --> Arien,"Arien, Brook, Running, Stoic, Thunderbird"
Middle Earth --> f --> Maia --> Ilmarë,"Audacious, Autumn, Conscientious, Empirical, Falcon, Falling, Ilmare, Laughing, Little, Magnificent, Meadow, Regal, Rock, Sky, Snow, Strong, Sun, Sunlit, The, Whispering, Wind"
Middle Earth --> f --> Maia --> Melian,"Dew, Fearless, Gallant, Illustrious, Melian, Morning, The, Unyielding, Valiant"
Middle Earth --> f --> Maia --> Uinen,"Autumn, Breeze, Empirical, Gentle, Gracious, Illustrious, Magnificent, Passionate, Singing, Sky, The, Thunder, Tranquil, Uinen, Visionary"
Middle Earth --> f --> Man,ALL
Middle Earth --> f --> Man --> Adanel,"Adanel, Autumn, Bold, Daring, Flame, Gentle, Heroic, Radiant, Rain, Resolute, The"
Middle Earth --> f --> Man --> Aerin,"Aerin, Dancing, Daring, Dawn, Flame, Peaceful, Pious, River, Rock, Singing, Strong, Sublime, Swift, Thunderbird, Wind"
Middle Earth --> f --> Man --> Ailinel,"Ailinel, Bold, Conscientious, Enlightened, Hawk, Noble, Soaring, The"
Middle Earth --> f --> Man --> Almarian,"Almarian, Jubilant"
Middle Earth --> f --> Man --> Almiel,"Almiel, Breeze, Dove, Gentle, Moon, Quiet, Resplendent, Rising"
Middle Earth --> f --> Man --> Andreth,"Andreth, Brook, Heroic, Just, Moon, Precious, Silent, The, Whispering"
Middle Earth --> f --> Man --> Beldis,"Bear, Beldis, Brave, Dancing, Feathered, Fields, Golden, Heart, Night, Oak, Running, Sky, Star, Starry, Strong"
Middle Earth --> f --> Man --> Bereth,"Bereth, Bison, Brave, Falling, Feathered, Gentle, Noble, Serene, Sky, Snow, Valley"
Middle Earth --> f --> Man --> Beril,"Beril, Brook, Mist, Morning, Mustang, Whispering, Wild"
Middle Earth --> f --> Man --> Berúthiel,"Beruthiel, Brave, Charismatic, Formidable, Moon, Silent, Sublime, The"
Middle Earth --> f --> Man --> Eilinel,"Eagle, Eilinel, Falls, Glow, Golden, Illuminated, Morning, Ornate, Peaceful, River, Sky, Thundering"
Middle Earth --> f --> Man --> Elfhild,"Bear, Blaze, Elfhild, Heart, Kind, Meadow, Passionate, Radiant, Smiling, Strong, Sunlit, Swift, Tenacious, The, Thunderbird"
Middle Earth --> f --> Man --> Emeldir,"Charismatic, Emeldir, The, Valiant"
Middle Earth --> f --> Man --> Erendis,"Audacious, Enlightened, Erendis, Laughing, Stoic, Sun, The, Tranquil"
Middle Earth --> f --> Man --> Finduilas,"Finduilas, Meadow, Proud, Saint, Sunlit, The"
Middle Earth --> f --> Man --> Gildis,"Gildis, Meadow, Regal, Sublime, Sunlit, The"
Middle Earth --> f --> Man --> Gilraen,"Bear, Dancing, Fire, Flame, Formidable, Gallant, Gilraen, Little, Rising, Singing, The, Thunder, Wandering, Wolf"
Middle Earth --> f --> Man --> Glóredhel,"Conqueror, Conscientious, Defiant, Gloredhel, Harmonious, The"
Middle Earth --> f --> Man --> Haleth,"Bold, Deer, Eloquent, Empowered, Fearless, Haleth, Laughing, Luminous, Revered, Running, Sun, The, Wise"
Middle Earth --> f --> Man --> Hiril,"Dancing, Fair, Falls, Hiril, Peaceful, Rainbow, River, Running, The, Thunder, Thunderbird, Thundering, Tranquil, Whispering, Wind"
Middle Earth --> f --> Man --> Hundar,"Blue, Breeze, Eagle, Fearless, Gentle, Golden, Hundar, River, Sky, Swift, Transcendent"
Middle Earth --> f --> Man --> Inzilbêth,"Dream, Falling, Feathered, Invincible, Inzilbeth, Jubilant, Just, Mountain, Owl, Resolute, Snow, Song, The, Whispering"
Middle Earth --> f --> Man --> Ioreth,"Eagle, Enigmatic, Feather, Ioreth, Magnificent, Majestic, Precious, Swift, The, Wind"
Middle Earth --> f --> Man --> Isilmë,"Echo, Forest, Isilme, Mighty, Silent, Spirited, The"
Middle Earth --> f --> Man --> Ivorwen,"Breeze, Conqueror, Formidable, Gentle, Ivorwen, Just, Lionheart, Spirited, The"
Middle Earth --> f --> Man --> Lindissë,"Charismatic, Fearless, Glorious, Lindisse, Sublime, The"
Middle Earth --> f --> Man --> Lindórië,"Compassionate, Conqueror, Current, Dew, Falling, Leaves, Lindorie, Morning, River, Swift, The"
Middle Earth --> f --> Man --> Lothíriel,"Conscientious, Indomitable, Inspiring, Lothiriel, Owl, Regal, The, Whispering"
Middle Earth --> f --> Man --> Mairen,"Arrow, Empowered, Fearless, Golden, Horizon, Legendary, Magnanimous, Mairen, Sagacious, Serene, Swift, Wandering, Whisper, Wolf"
Middle Earth --> f --> Man --> Morwen,"Audacious, Dancing, Fair, Fields, Flame, Glorious, Golden, Magnanimous, Morwen, Mustang, Outspoken, Owl, Saint, Steelsheen, Terrible, The, Whispering, Wild, Wise"
Middle Earth --> f --> Man --> Nessanië,"Bison, Brave, Cedar, Heroic, Nessanie, Quiet, Steadfast, Storm, The, Tree, Unyielding"
Middle Earth --> f --> Man --> Niënor,"Glorious, Golden, Hawk, Horizon, Jubilant, Luminous, Nienor, Pine, Resolute, Rock, Singing, Strong, The, Whispering"
Middle Earth --> f --> Man --> Núneth,"Conscientious, Dreamer, Feathered, Formidable, Great, Indomitable, Nuneth, Revered, Terrible, The, Transcendent"
Middle Earth --> f --> Man --> Rían,"Distinguished, Empowered, Fearless, Legendary, Mist, Morning, Path, Rian, River, Stone, Sublime, Swift, Visionary"
Middle Earth --> f --> Man --> Silmariën,"Brook, Dancing, Flame, Inspiring, Laughing, Magnanimous, Quiet, Silmarien, Storm"
Middle Earth --> f --> Man --> Tar-Ancalimë,"Brave, Brilliant, Feathered, Glorious, Kind, Lionheart, Radiant, Saint, Sky, Sublime, Tar-Ancalime, The, Virtuous"
Middle Earth --> f --> Man --> Tar-Míriel,"Brook, Daring, Falls, Fearless, Glow, Indomitable, Laughing, Morning, Mountain, Spirit, Tar-Miriel, The, Thundering"
Middle Earth --> f --> Man --> Tar-Telperiën,"Cruel, Dancing, Echo, Falling, Fearless, Gentle, Mighty, Mountain, Owl, Rain, Rainbow, Resolute, Snow, Tar-Telperien, The, Whispering"
Middle Earth --> f --> Man --> Tar-Vanimeldë,"Charismatic, Dream, Feathered, Gracious, Lake, Moonlight, Mountain, Serene, Shadow, Sky, Tar-Vanimelde, The"
Middle Earth --> f --> Man --> Tindómiel,"Audacious, Brave, Charismatic, Echo, Falling, Gentle, Golden, Horizon, Inspiring, Rain, The, Tindomiel, Transcendent, Zealous"
Middle Earth --> f --> Man --> Vardilmë,"Brave, Daring, Gentle, Rain, The, Transcendent, Vardilme, Wandering, Wolf"
Middle Earth --> f --> Man --> Vidumavi,"Bear, Brave, Brook, Dove, Formidable, Glow, Heart, Moon, Morning, Quiet, Regal, Resilient, Running, Sagacious, Serene, Silent, Sublime, The, Valley, Vidumavi"
Middle Earth --> f --> Man --> Yávien,"Eagle, Echo, Enlightened, Gentle, Golden, Laughing, Revered, Silent, Spirit, The, Waters, Yavien"
Middle Earth --> f --> Man --> Zamîn,"Blaze, Falls, Golden, Horizon, Sovereign, Swift, The, Thundering, Zamin"
Middle Earth --> f --> Man --> Zimrahin,"Courageous, Dawn, Empowered, Formidable, Peaceful, The, Zimrahin"
Middle Earth --> f --> Man --> Éowyn,"Compassionate, Eowyn, Fearless, Owl, Strong, Terrible, The, Whispering"
Middle Earth --> f --> Man --> Írildë,"Brave, Imposing, Indomitable, Irilde, Perceptive, Serene, Sky, The, Thundering, Whisper"
Middle Earth --> f --> Vala,ALL
Middle Earth --> f --> Vala --> Estë,"Bold, Este, Kind, Laughing, Pious, Saint, Stoic, Sublime, The, Thunderbird, Waters"
Middle Earth --> f --> Vala --> Nessa,"Current, Nessa, Night, Proud, Starry, Sublime, Swift, Visionary"
Middle Earth --> f --> Vala --> Nienna,"Brave, Dancing, Falcon, Fire, Gentle, Heart, Invincible, Little, Nienna, Pious, Resolute, Spirit, Terrible, The, Visionary"
Middle Earth --> f --> Vala --> Vairë,"Brook, Courageous, Harbor, Outspoken, Peaceful, Rock, Saint, Strong, The, Vaire, Visionary, Whispering"
Middle Earth --> f --> Vala --> Varda,"Dancing, Deer, Dreamer, Falling, Feathered, Harbor, Indomitable, Leaves, Peaceful, Running, Varda, Willow"
Middle Earth --> f --> Vala --> Vána,"Charismatic, Chivalrous, Dawn, Discerning, Ingenious, Magnificent, Ornate, Peaceful, The, Vana"
Middle Earth --> f --> Vala --> Yavanna,"Fox, Gentle, Heart, Owl, Quiet, Strong, Sunflower, Whispering, Yavanna"
Middle Earth --> f --> spider,ALL
Middle Earth --> f --> spider --> Shelob,"Autumn, Empowered, Flame, Majestic, Meadow, Precious, Shelob, Sovereign, Sunlit, The"
Middle Earth --> f --> unknown,ALL
Middle Earth --> f --> unknown --> Goldberry,"Brook, Distinguished, Goldberry, Hawk, Inspiring, Laughing, Mesa, Mountain, Sacred, Soaring, Spirit"
Middle Earth --> f --> vampire,ALL
Middle Earth --> f --> vampire --> Thuringwethil,"Brave, Brook, Conqueror, Invincible, Mighty, Quiet, Running, Saint, Serenity, The, Thuringwethil"
Middle Earth --> m,ALL
Middle Earth --> m --> Dwarf,ALL
Middle Earth --> m --> Dwarf --> Azaghâl,"Azaghal, Eagle, Falling, Fearless, Feathered, Golden, Illuminated, Ornate, Radiant, Rain, Running, Sky, The, Thunder, Thundering, Victorious, Wolf"
Middle Earth --> m --> Dwarf --> Balin,"Balin, Conqueror, Fierce, Gracious, The"
Middle Earth --> m --> Dwarf --> Bifur,"Bifur, Blaze, Eagle, Glorious, Golden, Invincible, Noble, Serene, Swift, The, Thunderbird, Whisper"
Middle Earth --> m --> Dwarf --> Bofur,"Bofur, Little, Otter, Thunderbird, Wise"
Middle Earth --> m --> Dwarf --> Bombur,"Bombur, Defiant, Fearless, Fire, Mustang, Rising, The, Unyielding, Wild"
Middle Earth --> m --> Dwarf --> Borin,"Borin, Dauntless, Forest, Luminous, Magnificent, Resolute, Silent, The"
Middle Earth --> m --> Dwarf --> Dori,"Chivalrous, Dancing, Dori, Flame, Moonlight, Shadow, Tenacious"
Middle Earth --> m --> Dwarf --> Durin,"Brilliant, Brook, Dauntless, Dawn, Dove, Durin, Empowered, Enlightened, Fair, Falcon, Gallant, Graceful, Heroic, I, II, III, IV, Lark, Laughing, Legendary, Little, Peaceful, Precious, Quiet, Running, Serene, Shining, Singing, Skilled, Sovereign, Star, Steadfast, Strong, Tenacious, Terrible, The, Unyielding, V, VI, VII, Wandering, Waters, Whispering, Wolf"
Middle Earth --> m --> Dwarf --> Dwalin,"Brave, Charismatic, Dwalin, Mesa, Regal, Sacred"
Middle Earth --> m --> Dwarf --> Dáin,"Conqueror, Dain, Distinguished, Echo, Falling, I, II, Illuminated, Laughing, Resolute, Sun"
Middle Earth --> m --> Dwarf --> Farin,"Bold, Deer, Eagle, Eloquent, Fair, Farin, Fearless, Feather, Path, Running, Stone, The"
Middle Earth --> m --> Dwarf --> Flói,"Bear, Benevolent, Floi, Graceful, Little, Revered, The, Valiant"
Middle Earth --> m --> Dwarf --> Frerin,"Falls, Frerin, Resolute, Saint, The, Thundering, Virtuous"
Middle Earth --> m --> Dwarf --> Frár,"Brilliant, Frar, Noble, Tenacious, The"
Middle Earth --> m --> Dwarf --> Frór,"Conqueror, Fror, Glow, Laughing, Morning, Mustang, Running, Star, Swift, The, Waters, Wild, Wind, Wolf"
Middle Earth --> m --> Dwarf --> Fundin,"Breeze, Dauntless, Dew, Echo, Falling, Fundin, Gentle, Mesa, Morning, Poetic, Rising, Sacred, Sun"
Middle Earth --> m --> Dwarf --> Fíli,"Adroit, Fili, Majestic, Mesa, River, Sacred, Swift, The"
Middle Earth --> m --> Dwarf --> Gamil,"Bear, Dancing, Fair, Gamil, Lionheart, Little, Majestic, Star, Stoic, Terrible, The, Zirak"
Middle Earth --> m --> Dwarf --> Gimli,"Dancing, Eagle, Feather, Gimli, Outspoken, River, Swift, Thunderbird, Willow"
Middle Earth --> m --> Dwarf --> Glóin,"Falcon, Fields, Fox, Gallant, Gloin, Golden, Gracious, Great, Jubilant, Just, Little, Night, Owl, Peaceful, Proud, River, Rock, Smiling, Starry, Strong, The, Tranquil, Whispering"
Middle Earth --> m --> Dwarf --> Gróin,"Falcon, Groin, Little, Mighty, Pious, Quiet, Storm, Strong, Tenacious, The"
Middle Earth --> m --> Dwarf --> Grór,"Autumn, Enigmatic, Gallant, Gror, Heart, Leaves, Quiet, Storm, Strong, The, Valiant"
Middle Earth --> m --> Dwarf --> Ibûn,"Adroit, Bold, Golden, Graceful, Horizon, Ibun, Lark, Singing, The"
Middle Earth --> m --> Dwarf --> Khîm,"Brook, Current, Eagle, Empowered, Feather, Golden, Horizon, Illuminated, Khim, Laughing, Passionate, Rising, Sun, Swift"
Middle Earth --> m --> Dwarf --> Kíli,"Canyon, Conscientious, Feathered, Kili, Laughing, Luminous, Magnificent, Mighty, Song, Songbird, Sunlit, The"
Middle Earth --> m --> Dwarf --> Lóni,"Benevolent, Blue, Exalted, Gentle, Indomitable, Loni, Rain, Regal, Sky, Sovereign, The"
Middle Earth --> m --> Dwarf --> Mîm,"Bear, Conscientious, Eagle, Echo, Empirical, Empowered, Falling, Glorious, Golden, Mim, Passionate, Perceptive, Quiet, Smiling, Storm"
Middle Earth --> m --> Dwarf --> Narvi,"Blaze, Brave, Narvi, Swift, The"
Middle Earth --> m --> Dwarf --> Nori,"Dauntless, Magnanimous, Moon, Nori, Quiet, Rising, Serenity, Stoic"
Middle Earth --> m --> Dwarf --> Náin,"Bear, Breeze, Dauntless, Dove, Gentle, Graceful, I, II, Intrepid, Little, Nain, Proud, Quiet, Radiant, Revered, The, Waters"
Middle Earth --> m --> Dwarf --> Náli,"Blaze, Great, Nali, Swift, Victorious"
